,total,LMICs,LMICs_perc,HICs,Unknown,Avg BC,Avg DC,Avg CC,Min BC,Min DC,Min CC,Max BC,Max DC,Max CC
31,24,4,0.16666666666666666,20,0,265033.74638597696,22.791666666666668,0.13351806462963753,0.0,3.0,6.555335223454989e-05,3568254.9015858932,96.0,0.205803663287853
32,11,2,0.18181818181818182,9,0,104454.80126994192,20.727272727272727,0.15053482151971778,0.0,1.0,0.10541926803338213,606558.0949471856,52.0,0.17870353028215305
33,13,4,0.3076923076923077,9,0,8746.759613313097,40.53846153846154,0.15482278178037664,0.0,2.0,0.11314517522953073,77433.72496957582,335.0,0.21842646851870498
34,11,0,0.0,11,0,196576.21233960093,15.090909090909092,0.10704448761093714,0.0,1.0,1.6388338058637473e-05,2157929.8469559425,65.0,0.17845375770286467
35,32,5,0.15625,27,0,144942.15511703142,15.96875,0.12870676104520384,0.0,3.0,0.00011471836641046231,2296038.058414877,57.0,0.18797864677593107
36,18,4,0.2222222222222222,14,0,2953.108626335551,20.27777777777778,0.10936163138455557,0.0,0.0,0.0,48207.823379604815,85.0,0.18941571542772107
37,13,3,0.23076923076923078,10,0,90642.48935620041,18.46153846153846,0.12555690838930497,0.0,3.0,4.916501417591242e-05,823552.0,67.0,0.19533497502862676
38,16,2,0.125,14,0,67713.98134893668,16.125,0.09777902291753149,0.0,0.0,0.0,640576.0,115.0,0.18185275104269408
39,32,2,0.0625,30,0,71102.94726332102,11.4375,0.10921705617543459,0.0,1.0,4.916501417591242e-05,1222734.0418931819,72.0,0.18532625279092124
40,37,8,0.21621621621621623,29,0,160199.2679856398,17.864864864864863,0.13221782766842793,0.0,1.0,1.6388338058637473e-05,2098868.473653018,54.0,0.1859026670589706
41,25,5,0.2,20,0,3845.2961739766893,22.88,0.09905584831996606,0.0,0.0,0.0,76791.97577910038,356.0,0.21663089196525792
42,14,2,0.14285714285714285,12,0,22487.091336975493,13.214285714285714,0.10828275241371114,0.0,1.0,1.6388338058637473e-05,152072.56341859628,59.0,0.1921242784904423
43,25,5,0.2,20,0,246434.04481835992,58.16,0.1466856425630516,0.0,2.0,9.01358593225061e-05,5100844.124788491,479.0,0.2247573550471553
44,29,5,0.1724137931034483,24,0,71261.15593101952,28.862068965517242,0.1340355046365596,0.0,1.0,1.6388338058637473e-05,734373.9747781247,363.0,0.21949974858213644
45,22,2,0.09090909090909091,20,0,48489.32628501161,16.0,0.09087602015980328,0.0,0.0,0.0,387823.7642807495,93.0,0.18796573120474397
46,24,4,0.16666666666666666,20,0,160393.3652438422,33.416666666666664,0.12060595073084572,0.0,2.0,3.2776676117274946e-05,2342214.550764919,387.0,0.2206603875920499
47,16,3,0.1875,13,0,84107.99714580465,18.8125,0.0931987002085588,0.0,0.0,0.0,890627.1304163106,140.0,0.18480605962704008
48,22,6,0.2727272727272727,16,0,57279.6202134462,14.363636363636363,0.11386448772199499,0.0,1.0,1.6388338058637473e-05,755043.0102906901,72.0,0.18108454769619567
49,22,5,0.22727272727272727,17,0,69100.2809320088,12.954545454545455,0.0915564513433827,0.0,0.0,0.0,779930.2417007091,53.0,0.18625789729301195
50,30,4,0.13333333333333333,26,0,64148.60297003773,21.5,0.12636030150632377,0.0,1.0,1.6388338058637473e-05,504920.5249545338,111.0,0.1916102439599506
51,46,11,0.2391304347826087,35,0,266077.90328538715,15.173913043478262,0.11145163142329102,0.0,0.0,0.0,6122996.0,58.0,0.19750851738350939
52,12,2,0.16666666666666666,10,0,24912.590271238412,14.166666666666666,0.11662963164975644,0.0,0.0,0.0,298951.08325486095,37.0,0.19358911627060413
53,25,6,0.24,19,0,1225790.7484118834,49.64,0.1159332165619282,0.0,1.0,1.6388338058637473e-05,29221697.690291677,934.0,0.24264701444808398
54,29,6,0.20689655172413793,23,0,18521.70977409334,11.655172413793103,0.0958327407740145,0.0,0.0,0.0,267963.38159617357,104.0,0.17372726345711859
55,29,7,0.2413793103448276,22,0,42627.61476455406,13.827586206896552,0.09845985411617499,0.0,0.0,0.0,1090875.530945108,59.0,0.1878498812626165
56,29,8,0.27586206896551724,21,0,538932.103055705,19.862068965517242,0.12933382990642053,0.0,1.0,1.6388338058637473e-05,9716382.48911931,84.0,0.1909513742402163
57,28,1,0.03571428571428571,27,0,121693.90398357615,16.214285714285715,0.11744625582876896,0.0,1.0,1.6388338058637473e-05,1504440.4964493916,50.0,0.19562590054571047
58,13,1,0.07692307692307693,12,0,17987.287052209103,16.153846153846153,0.09431474858715612,0.0,1.0,1.6388338058637473e-05,119941.26084575051,37.0,0.16409678666312366
59,30,5,0.16666666666666666,25,0,100794.64297344846,19.6,0.1085577152458843,0.0,0.0,0.0,931586.272542916,124.0,0.1956935349567543
60,29,6,0.20689655172413793,23,0,100821.70036836353,20.586206896551722,0.09365135511670722,0.0,1.0,1.6388338058637473e-05,1601419.6036318673,218.0,0.209009228715423
